TEAM,SEASON,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
SAC,2012-13,82,19830,39.9,89.2,0.447,7.9,21.7,0.363,32.0,67.5,0.474,18.6,24.2,0.769,12.2,30.8,43.0,22.1,8.7,4.4,15.5,22.2,106.2
DAL,2012-13,82,19980,40.6,88.0,0.462,7.7,20.8,0.37200000000000005,32.9,67.2,0.489,16.9,21.3,0.7929999999999999,9.8,34.1,43.9,24.3,8.3,5.8,14.6,21.7,105.9
TOR,2012-13,82,19980,39.6,88.8,0.446,7.6,22.1,0.34299999999999997,32.0,66.7,0.48,19.2,24.3,0.7879999999999999,11.6,32.2,43.8,23.5,7.9,5.2,14.9,24.4,105.9
POR,2012-13,82,19855,39.8,88.8,0.44799999999999995,8.9,25.2,0.353,30.9,63.6,0.486,17.2,22.2,0.7759999999999999,11.6,32.7,44.3,23.6,7.1,4.7,15.9,20.1,105.8
NOH,2012-13,82,19780,40.5,90.3,0.44799999999999995,7.3,20.2,0.363,33.2,70.1,0.473,17.4,22.4,0.7759999999999999,13.5,33.2,46.8,23.6,7.1,6.0,16.4,22.9,105.7
MEM,2012-13,82,19805,40.6,91.5,0.444,5.2,15.2,0.345,35.4,76.4,0.46299999999999997,18.5,23.9,0.773,14.5,33.5,48.0,23.5,9.6,6.0,15.7,22.7,104.9
ATL,2012-13,82,19855,40.2,86.7,0.46399999999999997,9.2,24.8,0.371,31.0,61.9,0.501,15.1,21.1,0.715,9.9,33.8,43.7,26.2,8.7,4.8,15.9,19.2,104.8
IND,2012-13,81,19590,38.7,88.6,0.436,7.5,21.7,0.34700000000000003,31.1,66.9,0.465,19.4,26.0,0.746,14.2,36.3,50.5,22.3,7.9,7.0,16.7,22.1,104.3
CLE,2012-13,82,19730,39.5,91.0,0.434,7.2,20.8,0.34600000000000003,32.2,70.1,0.46,18.2,24.1,0.7559999999999999,13.2,31.1,44.3,22.3,8.5,4.4,15.1,22.9,104.3
DET,2012-13,82,19805,39.7,88.6,0.449,6.8,19.2,0.35600000000000004,32.9,69.4,0.474,17.4,24.9,0.6990000000000001,13.2,32.9,46.1,23.2,7.7,5.3,16.6,21.7,103.8
MIL,2012-13,82,19830,40.0,92.0,0.435,7.7,21.3,0.36,32.3,70.6,0.457,16.0,21.7,0.736,13.7,32.4,46.1,24.0,8.8,7.0,14.8,19.9,103.6
CHI,2012-13,82,19830,39.6,90.7,0.43700000000000006,6.0,17.1,0.353,33.6,73.6,0.456,18.2,23.5,0.773,13.9,34.1,48.0,25.5,8.0,5.6,15.9,21.9,103.5
BOS,2012-13,81,19840,39.6,85.2,0.465,6.6,18.3,0.358,33.0,66.8,0.494,17.4,22.4,0.7759999999999999,8.6,33.4,42.0,24.3,8.8,4.8,15.6,22.6,103.1
MIN,2012-13,82,19730,38.6,87.8,0.439,5.9,19.3,0.305,32.7,68.5,0.47700000000000004,19.9,26.8,0.742,12.7,32.4,45.2,24.1,9.2,5.1,15.9,19.8,102.9
PHI,2012-13,82,19755,40.8,92.0,0.444,6.9,19.2,0.36,33.9,72.9,0.466,13.4,18.4,0.7290000000000001,12.0,33.3,45.2,24.9,8.1,5.1,14.3,20.1,102.0
ORL,2012-13,82,19780,40.7,90.9,0.44799999999999995,6.7,20.2,0.32899999999999996,34.1,70.6,0.48200000000000004,13.5,17.9,0.755,11.7,34.4,46.1,24.6,7.0,4.7,15.7,20.9,101.6
CHA,2012-13,82,19805,37.4,88.1,0.425,6.2,18.5,0.335,31.2,69.6,0.44799999999999995,20.5,27.3,0.75,12.2,31.7,43.8,21.0,7.8,6.3,15.3,20.7,101.5
PHO,2012-13,82,19805,39.7,89.7,0.44299999999999995,6.2,18.9,0.33,33.5,70.8,0.473,15.6,21.0,0.7440000000000001,12.4,31.8,44.3,24.1,8.5,5.6,16.6,21.9,101.2
WAS,2012-13,82,19855,38.2,87.8,0.435,7.1,19.6,0.365,31.0,68.2,0.455,16.8,22.9,0.733,11.6,34.8,46.4,23.3,7.8,4.9,16.2,22.0,100.2
LAC,2013-14,82,19755,40.6,85.6,0.474,8.8,24.9,0.35200000000000004,31.8,60.7,0.525,22.0,30.2,0.73,10.9,33.8,44.6,25.5,8.9,5.0,14.4,22.4,112.1
POR,2013-14,82,19855,40.9,90.9,0.45,9.8,26.4,0.37200000000000005,31.1,64.5,0.48100000000000004,20.0,24.5,0.815,13.0,35.5,48.5,24.3,5.8,4.9,14.3,20.1,111.5
DAL,2013-14,82,19830,42.0,88.7,0.474,9.3,24.3,0.384,32.7,64.4,0.508,17.8,22.4,0.795,10.9,32.5,43.4,25.0,9.1,4.6,14.4,21.2,111.2
HOU,2013-14,82,19830,39.2,83.0,0.47200000000000003,9.8,27.4,0.358,29.4,55.6,0.529,22.8,32.0,0.7120000000000001,11.6,35.1,46.7,22.1,7.8,5.8,16.6,21.1,111.0
MIA,2013-14,82,19880,41.6,83.0,0.501,8.8,24.2,0.364,32.8,58.8,0.5579999999999999,18.9,24.9,0.76,8.3,31.7,40.0,24.4,9.7,4.9,16.0,21.1,110.9
SAS,2013-14,82,19755,42.5,87.5,0.486,8.9,22.5,0.397,33.6,65.1,0.517,16.5,21.0,0.785,9.7,35.6,45.4,26.4,7.7,5.4,15.1,19.1,110.5
OKC,2013-14,82,19805,40.6,86.1,0.47100000000000003,8.4,23.3,0.361,32.1,62.8,0.512,21.0,26.1,0.8059999999999999,11.3,35.3,46.6,22.8,8.6,6.4,15.9,23.6,110.5
PHO,2013-14,82,19755,40.2,86.8,0.46299999999999997,9.7,26.1,0.37200000000000005,30.5,60.8,0.503,19.3,25.4,0.758,11.8,33.0,44.8,19.8,8.7,4.7,16.0,22.8,109.5
MIN,2013-14,82,19855,39.6,89.1,0.444,7.5,21.8,0.341,32.2,67.3,0.478,22.2,28.6,0.778,12.7,32.8,45.6,24.4,8.9,3.7,14.2,18.7,108.9
TOR,2013-14,82,19955,39.2,88.0,0.445,9.3,25.1,0.37200000000000005,29.8,62.9,0.475,21.1,26.9,0.782,12.2,33.4,45.7,22.7,7.6,4.5,15.2,24.6,108.8
NYK,2013-14,82,19855,40.5,90.2,0.449,10.2,27.3,0.37200000000000005,30.4,63.0,0.48200000000000004,17.0,22.4,0.7609999999999999,11.7,32.6,44.3,22.0,8.5,4.9,14.2,24.3,108.3
GSW,2013-14,82,19830,40.7,88.1,0.462,9.7,25.6,0.38,31.0,62.5,0.496,16.4,21.8,0.753,11.3,35.5,46.7,24.0,8.1,5.1,15.7,22.4,107.5
NOP,2013-14,82,19855,40.7,88.7,0.45899999999999996,6.4,17.1,0.373,34.3,71.6,0.479,19.5,25.4,0.769,12.2,32.6,44.8,22.9,8.5,6.9,14.8,24.4,107.2
BRK,2013-14,82,19880,38.7,84.4,0.45899999999999996,9.4,25.4,0.369,29.3,59.0,0.49700000000000005,19.9,26.4,0.753,9.5,31.8,41.3,22.6,9.3,4.1,15.7,23.5,106.7
MEM,2013-14,82,19805,42.1,90.7,0.46399999999999997,5.5,15.5,0.353,36.6,75.2,0.48700000000000004,16.7,22.5,0.741,12.8,34.1,46.9,24.2,8.5,5.1,15.2,21.1,106.3
WAS,2013-14,82,20055,40.8,88.8,0.45899999999999996,8.3,21.9,0.38,32.5,67.0,0.485,16.1,22.0,0.731,11.4,33.0,44.4,24.5,8.6,4.8,15.5,21.5,106.0
DEN,2013-14,82,19755,39.0,87.2,0.447,8.7,24.3,0.358,30.3,63.0,0.48100000000000004,19.4,26.7,0.726,12.5,33.7,46.2,22.8,7.6,5.7,16.2,23.4,106.0
DET,2013-14,82,19780,40.7,91.1,0.447,6.5,20.2,0.321,34.2,70.9,0.483,18.1,27.0,0.67,15.3,32.3,47.6,21.9,8.8,5.0,15.2,21.3,105.9
ATL,2013-14,82,19830,39.1,85.5,0.45799999999999996,9.8,27.1,0.363,29.3,58.5,0.502,17.8,22.8,0.7809999999999999,9.1,32.8,41.9,26.1,8.7,4.2,16.0,20.2,105.9
SAC,2013-14,82,19830,38.8,86.8,0.447,6.3,18.9,0.33299999999999996,32.5,67.9,0.479,21.8,28.7,0.759,12.7,34.1,46.8,19.8,7.5,4.1,16.0,23.7,105.7
LAL,2013-14,82,19705,38.7,86.2,0.45,9.6,25.1,0.381,29.2,61.1,0.478,17.2,22.6,0.757,9.2,32.3,41.5,24.8,7.5,5.5,15.3,20.1,104.2
CLE,2013-14,82,19930,39.3,90.0,0.43700000000000006,7.6,21.2,0.35600000000000004,31.7,68.7,0.461,18.1,24.1,0.7509999999999999,12.8,34.0,46.8,22.5,7.5,3.9,15.0,21.2,104.2
IND,2013-14,82,19780,38.7,86.2,0.449,7.2,20.2,0.35700000000000004,31.5,66.0,0.47700000000000004,19.5,25.0,0.779,10.9,37.1,48.1,21.7,7.2,5.9,16.2,22.0,104.1
CHA,2013-14,82,19905,38.8,87.8,0.442,6.7,19.2,0.35100000000000003,32.1,68.6,0.46799999999999997,19.2,26.1,0.737,10.1,35.5,45.6,23.2,6.5,5.5,13.2,19.5,103.6
UTA,2013-14,82,19780,39.2,88.3,0.444,7.2,20.9,0.344,32.0,67.4,0.474,17.9,23.9,0.747,12.0,32.9,44.9,22.1,7.6,4.9,15.9,22.6,103.5
MIL,2013-14,82,19880,38.8,88.6,0.43799999999999994,7.2,20.4,0.353,31.6,68.2,0.46399999999999997,18.1,24.2,0.747,12.8,31.6,44.3,23.2,7.1,5.3,16.3,22.5,103.0
BOS,2013-14,82,19730,39.1,89.7,0.435,7.5,22.5,0.33299999999999996,31.6,67.2,0.47,17.3,22.2,0.777,12.8,32.7,45.4,22.5,7.6,4.5,16.4,22.7,102.9
CHI,2013-14,82,19930,38.0,87.8,0.43200000000000005,6.8,19.5,0.348,31.2,68.3,0.456,19.8,25.5,0.779,12.5,35.8,48.3,24.8,7.9,5.7,16.3,20.9,102.5
ORL,2013-14,82,19955,38.8,87.1,0.445,7.2,20.5,0.353,31.6,66.6,0.474,16.8,22.0,0.763,10.2,34.1,44.3,22.2,8.1,4.5,15.7,21.6,101.7
PHI,2013-14,82,19855,37.9,87.2,0.435,7.0,22.5,0.312,30.9,64.6,0.47700000000000004,16.6,23.4,0.71,11.6,31.2,42.7,21.8,9.3,4.0,16.9,22.5,99.4
LAC,2014-15,82,19730,41.5,87.7,0.473,10.6,28.3,0.376,30.8,59.4,0.519,18.9,26.5,0.71,10.1,34.8,44.9,26.1,8.2,5.3,13.0,22.5,112.4
GSW,2014-15,82,19730,42.2,88.3,0.478,10.9,27.4,0.39799999999999996,31.3,60.9,0.514,16.3,21.2,0.768,10.6,34.8,45.4,27.8,9.4,6.1,14.7,20.2,111.6
CLE,2014-15,82,19780,40.6,88.6,0.45799999999999996,10.9,29.6,0.36700000000000005,29.7,58.9,0.504,19.1,25.4,0.7509999999999999,12.0,34.3,46.3,23.8,7.9,4.5,15.4,19.8,111.1
TOR,2014-15,82,19855,40.5,88.9,0.455,9.5,26.8,0.35200000000000004,31.0,62.1,0.499,20.6,26.2,0.787,11.5,32.9,44.4,22.1,8.0,4.6,13.8,22.3,111.0
DAL,2014-15,82,19880,41.3,89.3,0.46299999999999997,9.3,26.4,0.35200000000000004,32.0,62.8,0.509,17.6,23.4,0.752,10.9,33.1,44.0,23.4,8.4,4.7,13.5,20.9,109.5
ATL,2014-15,82,19730,40.4,86.7,0.466,10.6,27.9,0.38,29.8,58.9,0.506,17.5,22.5,0.778,9.3,33.8,43.1,27.3,9.6,4.9,15.1,18.9,108.9
SAS,2014-15,82,19955,41.1,87.9,0.46799999999999997,8.7,23.7,0.36700000000000005,32.5,64.2,0.505,17.5,22.5,0.78,10.3,35.6,45.9,25.7,8.4,5.7,14.7,20.1,108.5
NOP,2014-15,82,19780,41.3,90.2,0.457,7.8,21.0,0.37,33.5,69.2,0.484,17.9,23.8,0.7509999999999999,12.5,34.8,47.3,24.0,7.3,6.8,14.4,20.3,108.2
POR,2014-15,82,19855,40.7,90.4,0.45,10.4,28.6,0.36200000000000004,30.4,61.8,0.491,16.3,20.4,0.8009999999999999,11.3,37.0,48.2,23.1,6.7,4.8,14.3,19.2,108.2
OKC,2014-15,82,19830,40.3,90.0,0.447,8.0,23.6,0.33899999999999997,32.3,66.4,0.486,19.3,25.5,0.754,13.3,36.0,49.3,21.3,7.6,5.7,15.2,23.1,107.8
CHI,2014-15,82,19880,39.0,88.4,0.442,8.4,23.7,0.353,30.7,64.7,0.474,21.1,26.9,0.7829999999999999,12.5,36.3,48.8,23.2,6.7,6.2,14.9,19.5,107.5
HOU,2014-15,82,19805,38.1,85.8,0.444,11.7,33.6,0.348,26.3,52.1,0.506,19.1,26.8,0.715,12.0,32.9,45.0,22.8,9.8,5.1,17.1,22.6,107.0
MEM,2014-15,82,19905,40.6,88.7,0.45799999999999996,5.5,16.3,0.33899999999999997,35.1,72.3,0.485,18.9,24.5,0.773,11.2,34.5,45.8,23.3,9.2,4.5,14.3,20.5,105.7
DET,2014-15,82,19830,39.7,91.8,0.43200000000000005,9.2,26.6,0.344,30.5,65.1,0.46799999999999997,16.8,24.0,0.703,13.7,34.3,48.0,23.1,8.1,5.0,14.3,20.3,105.3
SAC,2014-15,82,19855,38.2,83.9,0.455,5.8,17.1,0.341,32.3,66.8,0.484,23.2,30.4,0.762,11.3,34.6,45.9,21.1,7.0,4.1,16.9,21.5,105.3
PHO,2014-15,82,19880,39.8,88.3,0.452,8.8,25.7,0.341,31.1,62.6,0.49700000000000005,16.8,22.2,0.76,11.2,33.1,44.4,20.8,8.8,4.8,15.5,21.9,105.3
UTA,2014-15,82,19705,39.1,87.5,0.447,8.2,24.0,0.34299999999999997,30.9,63.5,0.486,18.7,26.0,0.721,13.3,35.3,48.6,22.0,8.4,6.6,16.9,21.3,105.1
BOS,2014-15,82,19880,40.2,90.8,0.44299999999999995,8.3,25.5,0.327,31.9,65.4,0.488,15.9,21.1,0.754,11.5,33.8,45.3,25.3,8.5,3.7,14.3,21.9,104.7
DEN,2014-15,82,19880,38.9,89.9,0.433,8.3,25.5,0.325,30.6,64.4,0.47600000000000003,18.4,25.0,0.7340000000000001,12.7,33.3,46.0,22.5,8.1,4.6,14.6,23.6,104.5
BRK,2014-15,82,19930,39.9,88.4,0.451,7.0,21.2,0.331,32.8,67.2,0.489,17.6,23.6,0.748,11.0,34.1,45.1,22.3,7.5,4.4,14.7,20.5,104.4
MIA,2014-15,82,19730,38.6,84.7,0.456,7.4,22.2,0.335,31.2,62.5,0.499,19.2,26.0,0.741,10.0,32.9,42.9,21.8,8.6,5.0,16.2,21.9,103.9
WAS,2014-15,82,19955,40.3,87.2,0.462,6.4,17.7,0.36,33.9,69.4,0.488,16.8,22.6,0.742,11.1,36.0,47.0,25.3,7.7,4.9,15.8,21.9,103.7
IND,2014-15,82,19855,38.9,88.5,0.439,7.9,22.6,0.35200000000000004,31.0,66.0,0.469,17.8,23.6,0.7559999999999999,11.1,36.6,47.7,22.8,6.6,4.9,14.9,22.6,103.5
LAL,2014-15,82,19930,39.1,89.9,0.435,6.8,19.8,0.344,32.3,70.1,0.461,18.4,24.8,0.741,12.2,33.9,46.1,22.0,7.4,4.7,13.9,22.3,103.4
MIN,2014-15,82,19805,38.3,87.5,0.43799999999999994,5.2,15.7,0.332,33.1,71.8,0.461,21.0,27.1,0.7759999999999999,12.2,30.9,43.1,22.7,8.6,4.2,15.8,20.2,102.9
MIL,2014-15,82,19930,39.5,86.0,0.45899999999999996,7.0,19.2,0.363,32.5,66.8,0.486,16.8,22.2,0.757,11.2,32.9,44.2,24.7,10.1,5.2,17.6,23.2,102.7
ORL,2014-15,82,19755,39.8,87.9,0.45299999999999996,7.2,20.7,0.34700000000000003,32.6,67.2,0.486,14.8,20.3,0.7290000000000001,10.6,33.7,44.4,21.9,8.4,4.1,15.8,22.2,101.6
CHO,2014-15,82,19905,37.8,89.9,0.42,6.5,20.3,0.318,31.3,69.6,0.45,18.1,24.2,0.748,10.6,36.2,46.9,21.5,6.5,5.8,12.7,19.4,100.1
NYK,2014-15,82,19855,38.2,89.2,0.428,7.4,21.4,0.34700000000000003,30.8,67.8,0.45399999999999996,16.1,20.9,0.769,11.5,32.4,43.9,23.1,7.6,5.1,16.0,23.4,99.9
PHI,2014-15,82,19805,35.0,85.8,0.408,8.8,27.3,0.32,26.2,58.4,0.449,16.7,24.7,0.6759999999999999,12.4,32.1,44.5,21.3,10.0,6.2,18.4,22.5,95.5
GSW,2015-16,82,19880,42.4,87.0,0.48700000000000004,13.1,31.5,0.41600000000000004,29.3,55.5,0.528,16.6,21.8,0.763,9.9,36.1,46.0,28.8,8.4,6.1,15.1,20.7,114.5
OKC,2015-16,82,19830,42.2,88.6,0.47600000000000003,8.5,24.3,0.349,33.7,64.3,0.524,20.2,25.9,0.782,13.4,36.5,49.9,23.6,7.5,6.1,16.3,21.2,113.1
CLE,2015-16,82,19855,41.1,89.3,0.46,11.4,31.5,0.36200000000000004,29.7,57.8,0.514,17.3,23.1,0.748,11.3,36.0,47.3,24.1,7.1,4.1,14.4,21.6,110.9
SAS,2015-16,82,19705,42.7,88.3,0.484,7.4,19.7,0.375,35.3,68.6,0.515,17.4,21.7,0.8029999999999999,10.0,36.8,46.8,26.1,8.8,6.3,13.9,18.6,110.3
TOR,2015-16,82,19780,39.3,87.1,0.451,9.2,25.0,0.37,30.0,62.1,0.483,22.2,28.6,0.777,10.9,35.6,46.5,20.1,8.3,5.9,14.0,21.0,110.0
POR,2015-16,82,19805,40.0,88.9,0.45,10.9,29.5,0.37,29.1,59.4,0.49,18.0,23.8,0.754,12.0,35.1,47.1,22.1,7.1,4.8,15.1,22.5,108.8
HOU,2015-16,82,19830,38.4,84.9,0.452,10.9,31.4,0.34700000000000003,27.5,53.5,0.514,20.7,29.8,0.6940000000000001,11.5,32.2,43.8,22.6,10.2,5.3,16.2,22.2,108.3
LAC,2015-16,82,19830,39.7,85.4,0.465,10.1,27.7,0.364,29.6,57.7,0.513,18.8,27.2,0.6920000000000001,9.1,34.5,43.6,23.7,9.0,5.8,13.4,22.1,108.3
CHO,2015-16,82,19855,38.4,87.5,0.439,11.0,30.5,0.36200000000000004,27.3,57.0,0.479,19.4,24.5,0.79,9.3,36.3,45.5,22.5,7.5,5.5,13.0,18.8,107.1
BOS,2015-16,82,19780,39.6,90.2,0.439,8.8,26.4,0.335,30.8,63.8,0.483,18.7,23.8,0.7879999999999999,11.7,33.7,45.4,24.4,9.3,4.3,13.9,22.1,106.8
DAL,2015-16,82,20005,39.0,87.8,0.444,10.3,29.8,0.344,28.7,58.0,0.495,18.5,23.3,0.794,9.6,35.4,44.9,23.1,7.1,3.9,13.3,20.3,106.7
MIN,2015-16,82,19880,39.2,84.5,0.46399999999999997,5.8,17.1,0.33799999999999997,33.5,67.5,0.496,22.2,28.1,0.792,10.4,32.8,43.2,24.3,8.3,4.8,15.6,21.5,106.5
MIA,2015-16,82,19830,40.7,86.6,0.47,6.4,19.1,0.336,34.3,67.5,0.508,18.2,24.4,0.7440000000000001,10.4,36.4,46.8,22.1,7.2,6.9,14.9,19.4,106.1
DET,2015-16,82,19880,39.5,90.0,0.439,9.4,27.3,0.345,30.1,62.7,0.48,17.8,26.6,0.6679999999999999,13.0,35.3,48.2,20.2,7.3,3.9,14.1,19.8,106.1
SAC,2015-16,82,19805,39.8,85.9,0.46399999999999997,8.0,22.3,0.359,31.8,63.6,0.5,18.4,25.3,0.725,10.5,33.5,44.0,24.4,8.9,4.5,16.1,20.3,106.0
UTA,2015-16,82,19955,39.1,87.1,0.449,9.2,25.9,0.355,29.9,61.3,0.488,18.5,24.9,0.7440000000000001,11.6,35.2,46.9,20.6,8.3,5.6,16.2,21.9,105.9
DEN,2015-16,82,19830,39.1,88.5,0.442,8.3,24.6,0.33799999999999997,30.8,64.0,0.48200000000000004,19.1,25.0,0.7659999999999999,11.9,34.4,46.3,23.5,7.7,5.0,15.2,21.8,105.6
NOP,2015-16,82,19780,39.5,88.3,0.44799999999999995,8.8,24.5,0.36,30.7,63.8,0.48200000000000004,17.7,22.9,0.7759999999999999,9.8,34.0,43.8,22.8,7.9,4.3,13.8,21.5,105.6
MEM,2015-16,82,19830,39.2,89.0,0.44,6.5,19.7,0.331,32.6,69.3,0.47100000000000003,20.6,26.3,0.7829999999999999,11.9,32.4,44.3,22.0,9.4,4.5,14.1,23.1,105.4
WAS,2015-16,82,19755,40.0,86.8,0.46,8.7,24.5,0.358,31.2,62.3,0.501,16.6,22.8,0.73,9.2,33.2,42.3,24.7,8.7,4.0,14.6,21.1,105.3
ORL,2015-16,82,19905,40.7,89.4,0.455,8.0,22.8,0.35,32.7,66.6,0.49200000000000005,15.7,20.7,0.757,10.6,34.0,44.6,24.3,8.5,5.2,14.5,21.4,105.1
ATL,2015-16,82,19830,39.5,86.3,0.45799999999999996,10.2,29.0,0.35,29.3,57.3,0.512,16.0,20.4,0.7829999999999999,8.5,34.5,43.0,26.2,9.3,6.1,15.3,19.6,105.1
CHI,2015-16,82,19905,39.9,90.3,0.441,8.2,22.1,0.371,31.7,68.2,0.46399999999999997,17.1,21.7,0.787,11.4,36.4,47.8,23.6,6.2,5.9,14.4,19.5,105.0
NYK,2015-16,82,19805,39.2,89.3,0.439,7.9,22.9,0.34600000000000003,31.3,66.5,0.47100000000000003,18.3,22.7,0.805,11.0,36.2,47.2,21.8,6.1,6.0,14.3,21.0,104.6
IND,2015-16,82,19880,39.3,87.3,0.45,8.3,23.6,0.35100000000000003,31.0,63.7,0.486,17.9,23.4,0.764,10.6,34.7,45.3,21.7,9.3,4.9,15.2,20.5,104.6
MIL,2015-16,82,19830,40.4,86.6,0.467,5.7,16.4,0.345,34.7,70.2,0.495,17.9,23.9,0.747,11.0,32.9,43.9,24.3,8.6,6.1,16.0,21.8,104.3
BRK,2015-16,82,19755,40.0,88.3,0.45299999999999996,6.8,19.2,0.35200000000000004,33.2,69.0,0.48100000000000004,16.4,21.7,0.757,11.0,33.3,44.4,23.3,8.0,4.2,15.5,18.8,103.2
PHO,2015-16,82,19705,37.7,86.8,0.435,9.1,26.2,0.348,28.6,60.6,0.47200000000000003,17.7,23.5,0.7509999999999999,11.7,33.8,45.4,21.0,7.8,3.9,17.4,23.0,102.2
LAL,2015-16,82,19730,36.7,88.5,0.414,8.1,25.7,0.317,28.5,62.9,0.45399999999999996,20.1,25.8,0.7809999999999999,11.2,33.7,44.8,18.8,7.5,4.3,14.3,21.2,101.6
PHI,2015-16,82,19805,36.7,85.2,0.431,9.5,27.9,0.33899999999999997,27.3,57.3,0.47600000000000003,15.9,22.9,0.6940000000000001,9.6,32.2,41.8,21.8,8.4,6.1,16.6,22.0,98.8
GSW,2016-17,82,19780,43.0,86.8,0.495,11.9,31.2,0.38299999999999995,31.0,55.7,0.557,17.7,22.5,0.7879999999999999,9.4,34.9,44.3,30.3,9.5,6.7,14.7,19.3,115.6
HOU,2016-17,82,19780,40.1,86.8,0.462,14.3,40.1,0.35700000000000004,25.8,46.7,0.552,20.2,26.4,0.7659999999999999,10.8,33.3,44.1,25.1,8.1,4.3,15.0,19.8,114.7
CLE,2016-17,82,19880,41.1,87.4,0.47,13.4,34.9,0.384,27.7,52.5,0.528,18.0,24.0,0.748,9.6,35.4,45.0,23.3,6.8,4.1,14.1,18.7,113.6
DEN,2016-17,82,19755,41.7,88.9,0.469,10.8,29.2,0.368,31.0,59.7,0.519,19.0,24.5,0.774,11.9,35.1,47.0,25.7,7.0,4.0,15.2,19.4,113.2
LAC,2016-17,82,19755,41.0,86.3,0.475,10.6,28.4,0.375,30.4,57.9,0.525,20.1,26.9,0.745,9.3,35.3,44.6,23.4,7.7,4.4,13.4,20.6,112.7
TOR,2016-17,82,19780,41.1,88.6,0.46399999999999997,9.3,25.6,0.363,31.9,63.1,0.505,20.7,26.0,0.7959999999999999,11.2,34.3,45.4,19.4,8.7,5.1,13.3,21.9,112.3
BOS,2016-17,82,19755,39.8,87.6,0.45399999999999996,12.4,34.4,0.359,27.4,53.2,0.515,19.3,23.9,0.807,9.3,33.9,43.2,26.0,7.7,4.3,13.7,21.2,111.2
WAS,2016-17,82,19855,42.1,88.6,0.475,9.4,25.2,0.37200000000000005,32.7,63.4,0.515,17.6,22.5,0.784,10.5,33.2,43.6,24.3,8.6,4.2,14.4,21.7,111.2
SAS,2016-17,82,19805,41.5,88.3,0.469,9.7,24.8,0.391,31.8,63.5,0.5,18.5,23.2,0.797,10.6,35.7,46.3,25.1,8.4,6.2,14.2,19.3,111.1
MIN,2016-17,82,19805,41.4,88.6,0.467,7.7,22.1,0.349,33.7,66.6,0.507,20.3,25.4,0.799,12.0,32.5,44.5,24.8,8.4,4.7,14.7,21.1,110.8
POR,2016-17,82,19930,40.4,87.9,0.45899999999999996,10.6,28.3,0.375,29.8,59.6,0.499,18.8,24.2,0.78,10.3,34.3,44.6,21.6,7.2,5.1,14.0,21.6,110.3
UTA,2016-17,82,19755,40.2,86.5,0.466,10.5,28.2,0.37200000000000005,29.8,58.2,0.511,18.6,24.9,0.747,10.2,36.8,47.0,21.9,7.3,5.4,14.8,20.5,109.6
MIL,2016-17,82,19780,40.9,86.2,0.474,9.2,25.0,0.37,31.6,61.2,0.516,18.1,23.6,0.768,9.3,33.2,42.5,25.5,8.6,5.6,14.7,21.3,109.1
CHO,2016-17,82,19830,39.1,88.5,0.442,10.4,29.7,0.35100000000000003,28.7,58.9,0.488,20.1,24.7,0.815,9.1,36.1,45.2,23.9,7.2,4.9,11.9,17.2,108.8
IND,2016-17,82,19855,40.6,87.4,0.465,8.9,23.8,0.376,31.7,63.6,0.498,18.5,22.8,0.81,9.4,34.1,43.4,23.2,8.4,5.2,14.2,20.1,108.6
OKC,2016-17,82,19805,40.1,88.8,0.452,8.6,26.2,0.327,31.5,62.6,0.504,19.5,26.2,0.745,12.4,34.9,47.4,21.3,8.0,5.1,15.2,21.2,108.3
MIA,2016-17,82,19780,40.8,89.7,0.455,10.3,28.2,0.365,30.5,61.5,0.496,15.9,22.5,0.706,11.1,34.5,45.6,22.2,7.5,6.0,14.0,21.4,107.8
MEM,2016-17,82,19905,39.0,89.6,0.435,10.0,28.3,0.354,29.0,61.2,0.473,19.7,25.1,0.784,11.6,34.3,45.8,22.8,8.5,4.5,13.8,24.0,107.7
NYK,2016-17,82,19855,40.9,91.4,0.447,8.9,25.5,0.348,32.0,65.9,0.485,17.2,21.8,0.7879999999999999,12.4,34.3,46.7,22.5,7.3,5.7,14.3,21.0,107.7
CHI,2016-17,82,19780,40.4,90.9,0.444,7.9,23.3,0.34,32.4,67.6,0.479,18.8,23.5,0.7979999999999999,12.7,35.6,48.3,23.6,8.2,5.0,14.2,18.5,107.4
SAC,2016-17,82,19880,39.5,85.7,0.461,9.4,24.9,0.376,30.1,60.8,0.496,18.9,24.3,0.775,9.1,33.7,42.8,23.5,8.0,4.1,15.3,21.2,107.3
PHO,2016-17,82,19830,39.5,87.6,0.45,7.4,22.4,0.332,32.0,65.3,0.491,20.2,26.1,0.7759999999999999,11.8,32.7,44.5,19.4,8.1,4.8,15.3,24.5,106.6
LAL,2016-17,82,19705,39.9,88.6,0.45,9.0,26.1,0.34600000000000003,30.8,62.5,0.493,17.3,22.9,0.754,11.5,32.6,44.1,21.2,8.3,4.0,15.4,21.0,106.0
DET,2016-17,82,19805,41.7,92.9,0.449,8.0,24.4,0.33,33.6,68.5,0.49200000000000005,14.5,20.2,0.7190000000000001,11.6,36.2,47.8,22.1,7.3,4.0,12.4,18.7,106.0
DAL,2016-17,82,19780,39.0,88.8,0.44,11.6,32.5,0.355,27.5,56.3,0.489,16.0,19.9,0.8009999999999999,8.5,33.1,41.6,22.4,8.1,4.0,12.8,20.6,105.6
